Date,Open,High,Low,Close,Adj Close,Volume
2023-09-07,443.109985,445.549988,442.750000,444.850006,440.128876,70355400
2023-09-08,444.899994,447.109985,444.529999,445.519989,440.791748,61659700
2023-09-11,448.239990,448.769989,446.470001,448.450012,443.690674,60180100
2023-09-12,446.950012,448.529999,445.390015,445.989990,441.256744,67565400
2023-09-13,446.220001,447.709991,445.079987,446.510010,441.771301,60199300
2023-09-14,449.070007,451.079987,447.720001,450.359985,445.580383,83430800
2023-09-15,447.140015,447.480011,442.920013,443.369995,440.211884,111761400
2023-09-18,443.049988,444.970001,442.559998,443.630005,440.470062,55752200
2023-09-19,442.679993,443.290009,439.940002,442.709991,439.556580,66514600
2023-09-20,444.010010,444.440002,438.429993,438.640015,435.515625,82562600
2023-09-21,435.700012,435.970001,431.230011,431.390015,428.317230,103976100
2023-09-22,432.450012,434.100006,429.989990,430.420013,427.354156,100829700
2023-09-25,429.170013,432.269989,428.720001,432.230011,429.151245,70874500
2023-09-26,429.089996,429.820007,425.019989,425.880005,422.846466,96168400
2023-09-27,427.089996,427.670013,422.290009,426.049988,423.015259,104705800
2023-09-28,425.480011,430.250000,424.869995,428.519989,425.467682,92258300
2023-09-29,431.670013,431.850006,425.910004,427.480011,424.435120,115078500
2023-10-02,426.619995,428.600006,424.459991,427.309998,424.266296,83798600
2023-10-03,425.059998,427.369995,420.179993,421.589996,418.587036,103760600
2023-10-04,422.070007,425.429993,420.559998,424.660004,421.635193,87453000
2023-10-05,424.359985,425.369995,421.170013,424.500000,421.476318,70142700
2023-10-06,421.970001,431.130005,420.600006,429.540009,426.480408,113202700
2023-10-09,427.579987,432.880005,427.010010,432.290009,429.210815,80374400
2023-10-10,432.940002,437.220001,432.529999,434.540009,431.444794,78607300
2023-10-11,435.640015,436.579987,433.179993,436.320007,433.212128,62451700
2023-10-12,436.950012,437.339996,431.230011,433.660004,430.571075,81154200
2023-10-13,435.209991,436.450012,429.880005,431.500000,428.426453,95143100
2023-10-16,433.820007,437.140015,433.570007,436.040009,432.934113,75433200
2023-10-17,432.809998,438.140015,432.450012,436.019989,432.914246,75324700
2023-10-18,434.190002,435.179993,429.089996,430.209991,427.145630,93559800
2023-10-19,430.950012,432.820007,425.730011,426.429993,423.392548,121323000
2023-10-20,425.980011,426.540009,421.079987,421.190002,418.189880,123845800
2023-10-23,419.609985,424.450012,417.799988,420.459991,417.465057,92035100
2023-10-24,422.649994,424.820007,420.739990,423.630005,420.612518,78564200
2023-10-25,421.890015,421.920013,417.019989,417.549988,414.575775,94223200
2023-10-26,416.450012,417.329987,411.600006,412.549988,409.611420,115156800
2023-10-27,414.190002,414.600006,409.209991,410.679993,407.754730,107367700
2023-10-30,413.559998,416.679993,412.220001,415.589996,412.629791,86562700
2023-10-31,416.179993,418.529999,414.209991,418.200012,415.221191,79665200
2023-11-01,419.200012,423.500000,418.649994,422.660004,419.649414,98068100
2023-11-02,426.579987,430.920013,426.559998,430.760010,427.691742,94938900
2023-11-03,433.140015,436.290009,433.010010,434.690002,431.593750,100110800
2023-11-06,435.470001,436.149994,433.679993,435.690002,432.586609,67831700
2023-11-07,435.690002,437.589996,434.510010,436.929993,433.817749,64256100
2023-11-08,437.549988,438.089996,434.869995,437.250000,434.135498,61746000
2023-11-09,438.429993,438.470001,433.399994,433.839996,430.749786,83174400
2023-11-10,435.980011,440.929993,433.829987,440.609985,437.471527,89462200
2023-11-13,439.230011,441.329987,438.420013,440.190002,437.054565,52236100
2023-11-14,446.320007,450.059998,446.089996,448.730011,445.533752,97176900
2023-11-15,450.109985,451.380005,448.799988,449.679993,446.476959,77327600
2023-11-16,449.220001,450.559998,448.119995,450.230011,447.023041,66665800
2023-11-17,450.239990,451.420013,449.290009,450.790009,447.579041,83133200
2023-11-20,450.529999,455.130005,450.519989,454.260010,451.024353,69936200
2023-11-21,453.179993,454.130005,451.959991,453.269989,450.041382,49244600
2023-11-22,454.980011,456.380005,453.890015,455.019989,451.778931,59394900
2023-11-24,455.070007,455.500000,454.730011,455.299988,452.056885,29737400
2023-11-27,454.649994,455.489990,454.079987,454.480011,451.242767,50506000
2023-11-28,454.079987,456.269989,453.500000,454.929993,451.689545,62115000
2023-11-29,457.149994,458.320007,454.200012,454.609985,451.371826,63146000
2023-11-30,455.480011,456.760010,453.339996,456.399994,453.149078,79752700
2023-12-01,455.769989,459.649994,455.160004,459.100006,455.829865,89097900
2023-12-04,455.600006,459.119995,454.339996,456.690002,453.437042,72430900
2023-12-05,455.260010,457.589996,454.869995,456.600006,453.347656,69793500
2023-12-06,458.809998,458.839996,454.309998,454.760010,451.520782,69124700
2023-12-07,456.910004,458.899994,456.290009,458.230011,454.966064,66995400
2023-12-08,457.459991,460.750000,457.209991,460.200012,456.922028,83080900
2023-12-11,459.690002,462.170013,459.470001,461.989990,458.699249,65002200
2023-12-12,461.630005,464.200012,460.600006,464.100006,460.794250,68327600
2023-12-13,464.489990,470.760010,464.119995,470.500000,467.148651,93278000
2023-12-14,472.500000,473.730011,469.250000,472.010010,468.647888,119026000
2023-12-15,469.489990,470.700012,467.429993,469.329987,467.876282,141319300
2023-12-18,470.980011,472.980011,469.890015,471.970001,470.508118,70375300
2023-12-19,472.529999,474.920013,472.450012,474.839996,473.369232,55761800
2023-12-20,473.959991,475.899994,467.820007,468.260010,466.809601,102921000
2023-12-21,471.329987,472.980011,468.839996,472.700012,471.235870,86667500
2023-12-22,473.859985,475.380005,471.700012,473.649994,472.182892,67126600
2023-12-26,474.070007,476.579987,473.989990,475.649994,474.176697,55387000
2023-12-27,475.440002,476.660004,474.890015,476.510010,475.034058,68000300
2023-12-28,476.880005,477.549988,476.260010,476.690002,475.213501,77158100
2023-12-29,476.489990,477.029999,473.299988,475.309998,473.837769,122234100
2024-01-02,472.160004,473.670013,470.489990,472.649994,471.186005,123623700
2024-01-03,470.429993,471.190002,468.170013,468.790009,467.337982,103585900
2024-01-04,468.299988,470.959991,467.049988,467.279999,465.832642,84232200
2024-01-05,467.489990,470.440002,466.429993,467.920013,466.470673,86060800
2024-01-08,468.429993,474.750000,468.299988,474.600006,473.129974,74879100
2024-01-09,471.869995,474.929993,471.350006,473.880005,472.412201,65931400
2024-01-10,474.160004,477.450012,473.869995,476.559998,475.083893,67310600
2024-01-11,477.589996,478.119995,472.260010,476.350006,474.874542,77940700
2024-01-12,477.839996,478.600006,475.230011,476.679993,475.203522,57944000
2024-01-16,475.260010,476.609985,473.059998,474.929993,473.458923,85014900
2024-01-17,471.820007,472.790009,469.869995,472.290009,470.827118,68843900
2024-01-18,474.010010,477.059998,472.420013,476.489990,475.014099,91856200
2024-01-19,477.649994,482.720001,476.540009,482.429993,480.935699,110733300
2024-01-22,484.010010,485.220001,482.779999,483.450012,481.952576,75844900
2024-01-23,484.010010,485.109985,482.890015,484.859985,483.358185,49945300
2024-01-24,487.809998,488.769989,484.880005,485.390015,483.886566,81765000
2024-01-25,487.579987,488.309998,485.390015,488.029999,486.518372,72525000
2024-01-26,487.589996,489.119995,486.540009,487.410004,485.900299,76641600
2024-01-29,487.730011,491.420013,487.170013,491.269989,489.748322,61322800
2024-01-30,490.559998,491.619995,490.109985,490.890015,489.369537,58618400
2024-01-31,488.619995,489.079987,482.859985,482.880005,481.384338,126011100
2024-02-01,484.630005,489.230011,483.799988,489.200012,487.684753,91891600
2024-02-02,489.649994,496.049988,489.299988,494.350006,492.818787,99147700
2024-02-05,493.700012,494.380005,490.230011,492.549988,491.024353,75757100
2024-02-06,493.519989,494.320007,492.049988,493.980011,492.449951,55918600
2024-02-07,496.290009,498.529999,495.359985,498.100006,496.557190,70556500
2024-02-08,498.100006,498.709991,497.260010,498.320007,496.776489,52343600
2024-02-09,498.839996,501.649994,498.489990,501.200012,499.647583,63979400
2024-02-12,501.170013,503.500000,500.239990,500.980011,499.428253,56502300
2024-02-13,494.529999,497.089996,490.720001,494.079987,492.549622,113099200
2024-02-14,496.790009,499.070007,494.399994,498.570007,497.025726,68387800
2024-02-15,499.290009,502.200012,498.799988,502.010010,500.455078,61683000
2024-02-16,501.700012,502.869995,498.750000,499.510010,497.962830,75461200
2024-02-20,497.720001,498.410004,494.450012,496.760010,495.221344,71736700
2024-02-21,495.420013,497.369995,493.559998,497.209991,495.669922,59603800
2024-02-22,504.010010,508.489990,503.019989,507.500000,505.928070,76402500
2024-02-23,509.269989,510.130005,507.100006,507.850006,506.276978,61321800
2024-02-26,508.299988,508.750000,505.859985,505.989990,504.422729,50386700
2024-02-27,506.700012,507.160004,504.750000,506.929993,505.359833,48854500
2024-02-28,505.329987,506.859985,504.959991,506.260010,504.691925,56506600
2024-02-29,508.070007,509.739990,505.350006,508.079987,506.506256,83924800
2024-03-01,508.980011,513.289978,508.559998,512.849976,511.261475,76805900
2024-03-04,512.030029,514.200012,512.000000,512.299988,510.713196,49799300
2024-03-05,510.239990,510.700012,504.910004,507.179993,505.609039,72855600
2024-03-06,510.549988,512.070007,508.420013,509.750000,508.171082,68382400
2024-03-07,513.140015,515.890015,509.809998,514.809998,513.215393,58652100
2024-03-08,515.460022,518.219971,511.130005,511.720001,510.134979,86425500
2024-03-11,510.480011,511.880005,508.500000,511.279999,509.696350,62557200
2024-03-12,513.450012,517.380005,510.859985,516.780029,515.179321,73114400
2024-03-13,517.109985,517.289978,514.489990,515.969971,514.371826,55104100
2024-03-14,516.969971,517.130005,511.820007,514.950012,513.354980,110171800
2024-03-15,510.209991,511.700012,508.119995,509.829987,509.829987,107585800
2024-03-18,514.000000,515.479980,512.440002,512.859985,512.859985,88893300
2024-03-19,512.150024,516.000000,511.119995,515.710022,515.710022,60755300
2024-03-20,515.770020,520.619995,515.080017,520.479980,520.479980,69594600
2024-03-21,523.390015,524.109985,521.909973,522.200012,522.200012,60256100
2024-03-22,522.109985,522.609985,520.969971,521.210022,521.210022,79023000
2024-03-25,519.799988,520.950012,519.609985,519.770020,519.770020,48512100
2024-03-26,521.229980,521.580017,518.400024,518.809998,518.809998,65463700
2024-03-27,521.710022,523.210022,519.489990,523.169983,523.169983,82999800
2024-03-28,523.210022,524.609985,522.780029,523.070007,523.070007,96294900
2024-04-01,523.830017,524.380005,520.969971,522.159973,522.159973,62477500
2024-04-02,518.239990,518.979980,516.479980,518.840027,518.840027,74230300
2024-04-03,517.719971,520.950012,517.669983,519.409973,519.409973,59155800
2024-04-04,523.520020,523.869995,512.760010,513.070007,513.070007,96858100
2024-04-05,514.460022,520.440002,514.010010,518.429993,518.429993,74482100
2024-04-08,519.150024,520.179993,517.890015,518.719971,518.719971,48401800
2024-04-09,520.500000,520.750000,514.349976,519.320007,519.320007,68124400
2024-04-10,513.479980,516.159973,512.090027,514.119995,514.119995,82652800
2024-04-11,515.679993,519.479980,512.080017,518.000000,518.000000,70099000
2024-04-12,514.369995,515.820007,509.079987,510.850006,510.850006,92469100
2024-04-15,515.130005,515.299988,503.579987,504.450012,504.450012,92101400
2024-04-16,504.940002,506.500000,502.209991,503.529999,503.529999,73484000
2024-04-17,506.049988,506.220001,499.119995,500.549988,500.549988,75910300
2024-04-18,501.980011,504.130005,498.559998,499.519989,499.519989,74548100
2024-04-19,499.440002,500.459991,493.859985,495.160004,495.160004,102129100
2024-04-22,497.829987,502.380005,495.429993,499.720001,499.720001,67961000
2024-04-23,501.779999,506.089996,499.529999,505.649994,505.649994,64633600
2024-04-24,506.559998,507.369995,503.130005,505.410004,505.410004,55928100
2024-04-25,499.179993,504.269989,497.489990,503.489990,503.489990,69122400
2024-04-26,506.350006,509.880005,505.700012,508.260010,508.260010,64306100
2024-04-29,510.089996,510.750000,507.250000,510.059998,510.059998,46415400
2024-04-30,508.559998,509.559998,501.980011,501.980011,501.980011,77483600
2024-05-01,501.380005,508.190002,499.869995,500.350006,500.350006,80242800
2024-05-02,504.149994,505.890015,499.549988,505.029999,505.029999,62550200
2024-05-03,511.160004,512.549988,508.559998,511.290009,511.290009,72756700
2024-05-06,513.750000,516.609985,513.299988,516.570007,516.570007,47264700
2024-05-07,517.559998,518.570007,516.450012,517.140015,517.140015,52561300
2024-05-08,515.260010,517.739990,515.140015,517.190002,517.190002,42047200
2024-05-09,517.380005,520.210022,516.710022,520.169983,520.169983,43643700
2024-05-10,521.809998,522.640015,519.590027,520.840027,520.840027,52233200
2024-05-13,522.559998,522.669983,519.739990,520.909973,520.909973,36716400
2024-05-14,521.109985,523.830017,520.559998,523.299988,523.299988,57535900
2024-05-15,525.830017,530.080017,525.179993,529.780029,529.780029,59504900
2024-05-16,529.880005,531.520020,528.539978,528.690002,528.690002,50244800
2024-05-17,528.809998,529.520020,527.320007,529.450012,529.450012,59187600
2024-05-20,529.570007,531.559998,529.169983,530.059998,530.059998,37764200
2024-05-21,529.280029,531.520020,529.070007,531.359985,531.359985,33437000
2024-05-22,530.650024,531.380005,527.599976,529.830017,529.830017,48390000
2024-05-23,532.960022,533.070007,524.719971,525.960022,525.960022,57211200
2024-05-24,527.849976,530.270020,526.880005,529.440002,529.440002,41258400
2024-05-28,530.270020,530.510010,527.109985,529.809998,529.809998,36269600
2024-05-29,525.679993,527.309998,525.369995,526.099976,526.099976,45190300
2024-05-30,524.520020,525.200012,521.330017,522.609985,522.609985,46468500
2024-05-31,523.590027,527.500000,518.359985,527.369995,527.369995,90785800
2024-06-03,529.020020,529.309998,522.599976,527.799988,527.799988,46835700
2024-06-04,526.460022,529.150024,524.960022,528.390015,528.390015,34632700
2024-06-05,530.770020,534.690002,528.729980,534.669983,534.669983,47610400
2024-06-06,534.979980,535.419983,532.679993,534.659973,534.659973,30808500
2024-06-07,533.659973,536.890015,532.539978,534.010010,534.010010,43195000
